,bbox,id,maxDate,minDate,title,timePeriodsRange,area
29394,"36.0, 35.5, 36.5, 36.0",tall-mardih-1,-30,-2950,Tall Mardīḫ,"-2950.0,-30.0",
29418,"43.0, 36.0, 44.0, 37.0",hinis,-540,-1600,Ḫinis,"-1600.0,-540.0",
29419,"43.0, 36.0, 44.0, 37.0",hunusa,-540,-1600,Ḫunusa,"-1600.0,-540.0",
29420,"43.0, 36.0, 44.0, 37.0",name.2016-07-28.0743007993,-540,-720,Ḫanusa,"-720.0,-540.0",
29424,"40.0, 15.0, 45.0, 20.0",san2bfa2be,2000,-1200,Ṣanʿāʾ,"-1200.0,2000.0",
29425,"40.0, 15.0, 45.0, 20.0",san2bfa2be-1,2000,632,Sanʿāʾ,"632.0,2000.0",
29426,"40.0, 15.0, 45.0, 20.0",sanaa,2000,1918,Sanaa,"1918.0,2000.0",
29444,"44.0, 33.0, 45.0, 34.0",akkad-survey,-2000,-2335,Akkad Survey,"-2335.0,-2000.0",
29445,"44.0, 33.0, 45.0, 34.0",as,-2000,-2335,AS,"-2335.0,-2000.0",
29448,"55.0, 25.0, 60.0, 30.0",bandar-e-2bfabbas,2000,1501,Bandar-e ʿAbbās,"1501.0,2000.0",
29449,"55.0, 25.0, 60.0, 30.0",bender-abbas,1918,1683,Bender Abbas,"1683.0,1918.0",
29450,"55.0, 25.0, 60.0, 30.0",bandar-2bfabbas,1918,1683,Bandar ʿAbbās,"1683.0,1918.0",
29474,"48.66667, 33.5, 48.66667, 33.5",name.2017-11-23.6982220090,2100,1700,Lorestan,"1700.0,2100.0",
29475,"48.66667, 33.5, 48.66667, 33.5",name.2017-11-23.8070241476,2100,1700,Lurestan,"1700.0,2100.0",
29476,"48.66667, 33.5, 48.66667, 33.5",name.2017-11-23.8600387671,2100,1700,Loristan,"1700.0,2100.0",
29477,"36.3734695, 36.2463688, 36.3779864, 36.2504701",name.2017-11-24.4164856851,-720,-1000,Kinalua,"-1000.0,-720.0",
29479,"36.3734695, 36.2463688, 36.3779864, 36.2504701",name.2018-01-26.0397953153,-540,-720,Kullania,"-720.0,-540.0",
29480,"36.3734695, 36.2463688, 36.3779864, 36.2504701",kunulua,-720,-1000,Kunulua,"-1000.0,-720.0",
29481,"36.3734695, 36.2463688, 36.3779864, 36.2504701",name.2018-01-27.0517959194,-540,-1000,Kunalia,"-1000.0,-540.0",
29482,"36.3734695, 36.2463688, 36.3779864, 36.2504701",name.2018-01-27.4463326452,-720,-1000,Kinalia,"-1000.0,-720.0",
29483,"36.3734695, 36.2463688, 36.3779864, 36.2504701",name.2018-01-27.8739470770,-720,-1000,Kunalua,"-1000.0,-720.0",
29484,"36.3734695, 36.2463688, 36.3779864, 36.2504701",name.2018-01-27.7496602898,-540,-1000,Kalneh,"-1000.0,-540.0",
29499,"35.6342861, 38.8480862, 35.640979, 38.8520347",kanis,-330,-1750,Kaniš,"-1750.0,-330.0",
29501,"35.6342861, 38.8480862, 35.640979, 38.8520347",kultepe,2000,-1750,Kültepe,"-1750.0,2000.0",
29502,"35.6342861, 38.8480862, 35.640979, 38.8520347",nesa,-1200,-1450,Neša,"-1450.0,-1200.0",
29553,"-2.0, 47.0, -1.0, 48.0",taunucus,640,300,[Taunucus],"300.0,640.0",
29567,"2.0, 44.0, 3.0, 45.0",triobris,640,300,Triobris,"300.0,640.0",
29569,"0.0, 46.0, 1.0, 47.0",turoni,300,-30,Turones,"-30.0,300.0",
29570,"0.0, 46.0, 1.0, 47.0",name.2011-11-21.2457995075,300,-30,Turoni,"-30.0,300.0",
29586,"-4.0, 47.0, -3.0, 48.0",venetia,640,-330,Venetia,"-330.0,640.0",
29587,"-4.0, 47.0, -3.0, 48.0",veneti,640,-330,Veneti,"-330.0,640.0",
29588,"-4.0, 47.0, -3.0, 48.0",veneticae,640,-330,Veneticae,"-330.0,640.0",
29589,"-4.0, 47.0, -3.0, 48.0",venestorum,640,-330,Venestorum,"-330.0,640.0",
29593,"0.0, 45.0, 1.0, 46.0",vesunna,640,-30,Vesunna,"-30.0,640.0",
29594,"0.0, 45.0, 1.0, 46.0",petrucorii,640,-30,Petrucorii,"-30.0,640.0",
29604,"-4.0, 47.0, -3.0, 48.0",vindilis,640,-30,Vindilis,"-30.0,640.0",
29606,"-3.0, 47.0, -2.0, 48.0",vindunitta,640,300,Vindunitta,"300.0,640.0",
29607,"-3.0, 47.0, -2.0, 48.0",vindunita,640,300,Vindunita,"300.0,640.0",
29660,"27.2514, 41.7324, 27.2514, 41.7324",name.2017-05-12.4226360730,2100,1700,Kırklareli,"1700.0,2100.0",
29661,"27.2514, 41.7324, 27.2514, 41.7324",ka-rk-kilise,1683,1453,Kırk Kilise,"1453.0,1683.0",
29662,"27.2514, 41.7324, 27.2514, 41.7324",lozengrad,2100,1700,Lozengrad,"1700.0,2100.0",
29663,"27.2514, 41.7324, 27.2514, 41.7324",saranta-ekklasiai,1450,850,Saranta Ekklēsiai,"850.0,1450.0",
29664,"27.2514, 41.7324, 27.2514, 41.7324",name.2017-05-12.8898576239,1683,1453,Quaranta Chiese,"1453.0,1683.0",
29670,"28.9444723, 41.0036741, 28.9532485, 41.0065241",portus-theodosianus,640,300,Portus Theodosiacus,"300.0,640.0",
29671,"28.9444723, 41.0036741, 28.9532485, 41.0065241",vlanga,1450,1200,Vlanga,"1200.0,1450.0",
29672,"28.9444723, 41.0036741, 28.9532485, 41.0065241",langa-bostana,1923,1300,Langa Bostanı,"1300.0,1923.0",
29673,"28.9444723, 41.0036741, 28.9532485, 41.0065241",limen-tou-kaisareiou,850,650,Limen to Kaisareiou,"650.0,850.0",
29683,"40.0, 10.0, 45.0, 15.0",smyrnophoros-chora,300,-330,Smyrnophoros Chora,"-330.0,300.0",
29684,"50.0, 15.0, 55.0, 20.0",Syagros-Pr,300,-30,Syagros Pr.,"-30.0,300.0",
29685,"50.0, 15.0, 55.0, 20.0",Sygaros-Pr,300,-30,Sygaros Pr.,"-30.0,300.0",
29686,"45.793817, 14.986325, 45.793817, 14.986325",tamna,-30,-330,Tamna,"-330.0,-30.0",
29687,"45.793817, 14.986325, 45.793817, 14.986325",thomna,-30,-330,Thomna,"-330.0,-30.0",
29688,"45.793817, 14.986325, 45.793817, 14.986325",thumna,-30,-330,Thumna,"-330.0,-30.0",
29692,"45.0, 15.0, 50.0, 20.0",thonabaei,300,-30,Thonabaei,"-30.0,300.0",
29693,"45.0, 15.0, 50.0, 20.0",tonabaei,300,-30,Tonabaei,"-30.0,300.0",
29696,"35.0, 15.0, 40.0, 20.0",trogodytice,300,-30,Trogodytice,"-30.0,300.0",
29697,"35.0, 15.0, 40.0, 20.0",trogloditike,300,-30,Trogloditike,"-30.0,300.0",
29698,"45.0, 10.0, 50.0, 15.0",troullas,300,-30,Troullas,"-30.0,300.0",
29704,"40.0, 15.0, 45.0, 20.0",zamareni,300,-30,Zamareni,"-30.0,300.0",
29705,"55.0, 15.0, 60.0, 20.0",zenobiou,300,-30,Zenobiou,"-30.0,300.0",
29707,"12.0, 44.5, 12.5, 45.0",fossa-augusta,640,-30,Fossa Augusta,"-30.0,640.0",
29708,"12.0, 44.5, 12.5, 45.0",fossa-flavia,640,-330,Fossa Flavia,"-330.0,640.0",
30047,"9.5, 44.0, 10.0, 44.5",apuani,-30,-550,Apuani,"-550.0,-30.0",
30048,"9.5, 44.0, 10.0, 44.5",arenaria,640,-30,Arenaria,"-30.0,640.0",
30056,"11.0, 42.0, 11.5, 42.5",artemisia,640,-30,Artemisia,"-30.0,640.0",
30057,"11.0, 42.0, 11.5, 42.5",dianium,640,-30,Dianium,"-30.0,640.0",
30068,"11.0, 42.0, 11.5, 42.5",domitiana,640,-30,Domitiana,"-30.0,640.0",
30071,"10.0, 44.0, 10.5, 44.5",frigidus,640,-30,Frigidus,"-30.0,640.0",
30073,"10.0, 44.0, 10.5, 44.5",friniates,300,-550,Friniates,"-550.0,300.0",
30075,"10.488999, 42.987762, 10.490492, 42.988948",populonium,640,-750,Populonium,"-750.0,640.0",
30077,"10.488999, 42.987762, 10.490492, 42.988948",poplonion,300,-30,Poplṓnion,"-30.0,300.0",
30078,"10.488999, 42.987762, 10.490492, 42.988948",populonenses,-30,-330,Populonenses,"-330.0,-30.0",
30126,"10.971171, 42.8575784, 10.9729007, 42.8610612",vatl,-30,-750,Vatl,"-750.0,-30.0",
30127,"10.971171, 42.8575784, 10.9729007, 42.8610612",vetulonia,640,-750,Vetulonia,"-750.0,640.0",
30128,"10.971171, 42.8575784, 10.9729007, 42.8610612",ouetoulonion,300,-30,Ouetoulonion,"-30.0,300.0",
30129,"10.859019, 43.401431, 10.861106, 43.401777",velathri,640,-750,Velathri,"-750.0,640.0",
30130,"10.859019, 43.401431, 10.861106, 43.401777",volaterrae,640,-750,Volaterrae,"-750.0,640.0",
30131,"10.859019, 43.401431, 10.861106, 43.401777",ouolaterra,300,-30,Ouolatérra,"-30.0,300.0",
30186,"11.5, 43.5, 12.0, 44.0",ad-fines,640,-30,Ad Fines,"-30.0,640.0",
30187,"11.5, 43.5, 12.0, 44.0",ad-casas-caesarianas,640,-30,Ad Casas Caesarianas,"-30.0,640.0",
30191,"13.0, 42.0, 13.5, 42.5",aequiculi,640,-30,Aequiculi,"-30.0,640.0",
30195,"12.5, 43.5, 13.0, 44.0",ager-gallicus,300,-330,Ager Gallicus,"-330.0,300.0",
30196,"13.0, 42.0, 13.5, 42.5",alba-fucens,640,-330,Alba Fucens,"-330.0,640.0",
30207,"13.510256, 43.615813, 13.518992, 43.625323",ancona,300,-30,Ancona,"-30.0,300.0",
30208,"13.510256, 43.615813, 13.518992, 43.625323",ancon,640,-550,Ancon,"-550.0,640.0",
30209,"13.510256, 43.615813, 13.518992, 43.625323",angkon,300,-30,Angkon,"-30.0,300.0",
30210,"13.510256, 43.615813, 13.518992, 43.625323",ancone,640,300,Ancone,"300.0,640.0",
30212,"14.0, 42.0, 14.5, 42.5",anxanum,640,-550,Anxanum,"-550.0,640.0",
30213,"13.5, 42.5, 14.0, 43.0",aprutium,640,300,Aprutium,"300.0,640.0",
30251,"12.5, 42.0, 13.0, 42.5",capena,640,-750,Capena,"-750.0,640.0",
30255,"13.5, 42.5, 14.0, 43.0",castrum-novum,640,-330,Castrum Novum,"-330.0,640.0",
30257,"11.5, 43.5, 12.0, 44.0",casuentillani,640,-330,Casuentillani,"-330.0,640.0",
30274,"11.948346, 43.015733, 11.949059, 43.017001",clusium,640,-750,Clusium,"-750.0,640.0",
30276,"11.948346, 43.015733, 11.949059, 43.017001",name.2014-02-14.9184243136,-550,-750,Clevsin,"-750.0,-550.0",
30277,"11.948346, 43.015733, 11.949059, 43.017001",klousion,300,-30,Klousion,"-30.0,300.0",
30281,"11.2858448, 42.4105651, 11.2858448, 42.4105651",cosa,640,-330,Cosa,"-330.0,640.0",
30282,"11.2858448, 42.4105651, 11.2858448, 42.4105651",kosai,300,-30,Kosai,"-30.0,300.0",
30284,"11.2858448, 42.4105651, 11.2858448, 42.4105651",cosa-volcientium,300,-30,Cosa Volcientium,"-30.0,300.0",
30295,"11.5, 43.5, 12.0, 44.0",etruria,640,-750,Etruria,"-750.0,640.0",
30296,"11.5, 43.5, 12.0, 44.0",tuscia,-550,-750,Tuscia,"-750.0,-550.0",
30306,"13.016921, 43.844902, 13.016921, 43.844902",fanum-fortunae,640,-330,Fanum Fortunae,"-330.0,640.0",
30307,"13.016921, 43.844902, 13.016921, 43.844902",to-hieron-tes-tyches,300,-30,to hieron tes Tyches,"-30.0,300.0",
30308,"13.016921, 43.844902, 13.016921, 43.844902",name.2015-09-18.9969895805,300,-30,Colonia Iulia Fanestris,"-30.0,300.0",
30320,"12.5, 43.5, 13.0, 44.0",flaminia,640,-30,Flaminia,"-30.0,640.0",
30325,"12.5, 42.5, 13.0, 43.0",fons-clitumni,640,-330,Fons Clitumni,"-330.0,640.0",
30326,"13.0, 42.0, 13.5, 42.5",foruli,640,-30,Foruli,"-30.0,640.0",
30333,"12.5, 42.0, 13.0, 42.5",forum-novum,640,-30,Forum Novum,"-30.0,640.0",
30335,"12.5, 42.5, 13.0, 43.0",fulginiae,640,-330,Fulginiae,"-330.0,640.0",
30344,"13.0, 43.0, 13.5, 43.5",helvia-ricina,640,-550,Helvia Ricina,"-550.0,640.0",
30345,"13.0, 43.0, 13.5, 43.5",colonia-helvia-ricina,300,-30,Colonia Helvia Ricina,"-30.0,300.0",
30346,"13.0, 43.0, 13.5, 43.5",colonia-helvia-ricina-pertinax,300,-30,Colonia Helvia Ricina Pertinax,"-30.0,300.0",
30350,"12.671828, 42.989813, 12.671901, 42.990904",hispellum,640,-330,Hispellum,"-330.0,640.0",
30351,"12.671828, 42.989813, 12.671901, 42.990904",hispellates,300,-30,Hispellates,"-30.0,300.0",
30352,"12.671828, 42.989813, 12.671901, 42.990904",eispellon,300,-30,Eispellon,"-30.0,300.0",
30360,"13.5, 42.5, 14.0, 43.0",interamnia-praetuttiorum,640,-750,Interamnia Praetuttiorum,"-750.0,640.0",
30370,"14.0, 42.0, 14.5, 42.5",marrucini,300,-550,Marrucini,"-550.0,300.0",
30371,"14.0, 42.0, 14.5, 42.5",marroukinoi,300,-30,Marroukinoi,"-30.0,300.0",
30372,"13.5, 42.0, 14.0, 42.5",marsi,300,-550,Marsi,"-550.0,300.0",
30373,"13.5, 42.0, 14.0, 42.5",marsoi,300,-30,Marsoi,"-30.0,300.0",
30377,"13.0, 43.0, 13.5, 43.5",matilica,640,-330,Matilica,"-330.0,640.0",
30383,"11.5, 43.5, 12.0, 44.0",mevaniola,640,-30,Mevaniola,"-30.0,640.0",
30389,"12.5, 42.5, 13.0, 43.0",naharcer,-30,-550,Naharcer,"-550.0,-30.0",
30395,"12.346563, 42.244061, 12.346563, 42.244061",nepet,640,-750,Nepet,"-750.0,640.0",
30396,"12.346563, 42.244061, 12.346563, 42.244061",nepeta,300,-30,Nepeta,"-30.0,300.0",
30397,"12.346563, 42.244061, 12.346563, 42.244061",name.2018-07-01.0973990827,300,-330,Nepesinus,"-330.0,300.0",
30398,"12.5156299, 42.5176022, 12.515737, 42.519925",nequinum,640,-550,Nequinum,"-550.0,640.0",
30399,"12.5156299, 42.5176022, 12.515737, 42.519925",narnia,640,-550,Narnia,"-550.0,640.0",
30401,"12.5156299, 42.5176022, 12.515737, 42.519925",name.2014-06-15.4401353988,300,-30,Narnia,"-30.0,300.0",
30417,"13.5, 42.0, 14.0, 42.5",paeligni,300,-550,Paeligni,"-550.0,300.0",
30423,"13.5, 42.0, 14.0, 42.5",peltuinum,640,-330,Peltuinum,"-330.0,640.0",
30424,"12.389223, 43.110692, 12.390594, 43.111692",perusia,640,-750,Perusia,"-750.0,640.0",
30426,"12.389223, 43.110692, 12.390594, 43.111692",name.2015-02-18.4011989124,300,-30,Perousia,"-30.0,300.0",
30427,"12.389223, 43.110692, 12.390594, 43.111692",name.2015-02-18.6064618266,640,-30,Augusta Perusia Colonia Vibia,"-30.0,640.0",
30436,"12.5, 43.5, 13.0, 44.0",pitinum-mergens,640,-30,Pitinum Mergens,"-30.0,640.0",
30445,"13.5, 42.5, 14.0, 43.0",praetuttii,300,-330,Praetuttii,"-330.0,300.0",
30453,"12.5, 42.0, 13.0, 42.5",rosia-campus,300,-330,Rosia Campus,"-330.0,300.0",
30461,"12.5, 42.0, 13.0, 42.5",sabini,300,-750,Sabini,"-750.0,300.0",
30462,"12.5, 42.0, 13.0, 42.5",sabinoi,300,-30,Sabinoi,"-30.0,300.0",
30466,"11.5, 43.5, 12.0, 44.0",sappinates,-30,-330,Sappinates,"-330.0,-30.0",
30467,"11.5, 43.5, 12.0, 44.0",sapinia-tribus,-30,-330,Sapinia Tribus,"-330.0,-30.0",
30471,"13.21799, 43.714978, 13.21799, 43.714978",sena-gallica,640,-330,Sena Gallica,"-330.0,640.0",
30473,"13.21799, 43.714978, 13.21799, 43.714978",senas,300,-30,Senas,"-30.0,300.0",
30474,"13.21799, 43.714978, 13.21799, 43.714978",name.2015-08-11.9142964303,300,-30,Sena,"-30.0,300.0",
30475,"12.5, 43.5, 13.0, 44.0",senones,-30,-550,Senones,"-550.0,-30.0",
30478,"12.5, 42.0, 13.0, 42.5",sepernates,300,-330,Sepernates,"-330.0,300.0",
30494,"12.220462, 42.242794, 12.220462, 42.242794",sutrium,640,-550,Sutrium,"-550.0,640.0",
30495,"12.220462, 42.242794, 12.220462, 42.242794",soutrion,300,-30,Soutrion,"-30.0,300.0",
30496,"12.220462, 42.242794, 12.220462, 42.242794",name.2017-01-14.0507432106,300,-30,colonia coniuncta Iulia Sutrina,"-30.0,300.0",
30497,"12.786046, 43.230265, 12.786046, 43.230265",tadinae,640,-550,Tadinae,"-550.0,640.0",
30498,"12.786046, 43.230265, 12.786046, 43.230265",name.2013-07-26.4413421038,300,-30,Tadinum,"-30.0,300.0",
30499,"12.786046, 43.230265, 12.786046, 43.230265",taginae,640,300,Taginae,"300.0,640.0",
30500,"11.7575684, 42.2541846, 11.758483, 42.254715",tarchna,640,-750,Tarchna,"-750.0,640.0",
30501,"11.7575684, 42.2541846, 11.758483, 42.254715",tarquinii,640,-750,Tarquinii,"-750.0,640.0",
30502,"11.7575684, 42.2541846, 11.758483, 42.254715",name.2013-09-11.8411145677,-330,-750,*tarchuna,"-750.0,-330.0",
30521,"13.0, 43.0, 13.5, 43.5",trea,640,-330,Trea,"-330.0,640.0",
30525,"12.5, 42.5, 13.0, 43.0",tres-tabernae,640,300,Tres Tabernae,"300.0,640.0",
30535,"12.5, 43.5, 13.0, 44.0",umbria,640,-750,Umbria,"-750.0,640.0",
30536,"12.5, 43.5, 13.0, 44.0",umbri,640,-750,Umbri,"-750.0,640.0",
30539,"12.5, 42.5, 13.0, 43.0",urvinum-hortense,640,-330,Urvinum Hortense,"-330.0,640.0",
30540,"12.5, 43.5, 13.0, 44.0",urvinum-mataurense,640,-330,Urvinum Mataurense,"-330.0,640.0",
30544,"12.111566, 42.716449, 12.111566, 42.716449",velzna,-30,-750,Velzna,"-750.0,-30.0",
30545,"12.111566, 42.716449, 12.111566, 42.716449",volsinii-veteres,640,-330,Volsinii Veteres,"-330.0,640.0",
30546,"12.111566, 42.716449, 12.111566, 42.716449",urbiventus,640,300,Urbiventus,"300.0,640.0",
30548,"13.5, 42.0, 14.0, 42.5",vestini,300,-550,Vestini,"-550.0,300.0",
30687,"12.5, 41.75, 12.75, 42.0",ad-duas-lauros,640,300,Ad Duas Lauros,"300.0,640.0",
30689,"12.5, 41.75, 12.75, 42.0",ad-nonum,640,-750,Ad Nonum,"-750.0,640.0",
30690,"12.5, 41.75, 12.75, 42.0",ad-nonum,640,-30,Ad Nonum,"-30.0,640.0",
30694,"12.25, 41.75, 12.5, 42.0",ad-sextum,300,-30,Ad Sextum,"-30.0,300.0",
30725,"12.5, 41.75, 12.75, 42.0",aquae-albulae,640,-30,Aquae Albulae,"-30.0,640.0",
30738,"12.0, 42.0, 12.25, 42.25",caere,640,-750,Caere,"-750.0,640.0",
30739,"12.0, 42.0, 12.25, 42.25",kaisra,-30,-330,Kaisra,"-330.0,-30.0",
30740,"12.0, 42.0, 12.25, 42.25",agylla,-550,-750,Agylla,"-750.0,-550.0",
30745,"12.25, 41.75, 12.5, 42.0",campus-martius,640,-750,Campus Martius,"-750.0,640.0",
30746,"12.25, 41.75, 12.5, 42.0",capitolium,640,-750,Capitolium,"-750.0,640.0",
30750,"12.5, 41.75, 12.75, 42.0",Ceres-et-Faustina-T,640,-30,"Ceres et Faustina, T.","-30.0,640.0",
30759,"12.25, 41.75, 12.5, 42.0",Dea-Dia-T,640,-750,"Dea Dia, T.","-750.0,640.0",
30762,"12.5, 41.75, 12.75, 42.0",ficulea,640,-750,Ficulea,"-750.0,640.0",
30764,"12.25, 41.75, 12.5, 42.0",Fortis-Fortuna-T,300,-550,"Fortis Fortuna, T.","-550.0,300.0",
30777,"12.936012, 42.034275, 12.963946, 42.049388",lamnae,640,-30,Lamnae,"-30.0,640.0",
30778,"12.936012, 42.034275, 12.963946, 42.049388",ad-laminas,640,-30,Ad Laminas,"-30.0,640.0",
30779,"12.936012, 42.034275, 12.963946, 42.049388",ad-lamnas,640,-30,Ad Lamnas,"-30.0,640.0",
30781,"12.25, 41.75, 12.5, 42.0",latium-vetus,640,-330,Latium Vetus,"-330.0,640.0",
30820,"12.5, 41.75, 12.75, 42.0",sabina,640,-750,Sabina,"-750.0,640.0",
30827,"12.25, 41.75, 12.5, 42.0",s-paulus,640,-30,S. Paulus,"-30.0,640.0",
30843,"12.5, 41.75, 12.75, 42.0",caeciliae-metellae-sepulcrum,640,-330,Caeciliae Metellae (sepulcrum),"-330.0,640.0",
30844,"12.5, 41.75, 12.75, 42.0",sep-geta,640,-30,Sep. Geta,"-30.0,640.0",
30870,"12.390519, 42.021338, 12.390519, 42.021338",veii,300,-750,Veii,"-750.0,300.0",
30873,"12.390519, 42.021338, 12.390519, 42.021338",ouioi,300,-30,Ouioi,"-30.0,300.0",
30874,"12.390519, 42.021338, 12.390519, 42.021338",name.2013-07-30.4645717570,-330,-750,Vei(s),"-750.0,-330.0",
30884,"48.518429, 32.0067434, 48.524735, 32.0113845",dur-untas,-540,-3200,Dūr Untaš,"-3200.0,-540.0",
30885,"48.518429, 32.0067434, 48.524735, 32.0113845",dur-untasi,-540,-3200,Dūr Untasi,"-3200.0,-540.0",
30887,"48.518429, 32.0067434, 48.524735, 32.0113845",dur-untas-1,-540,-3200,Dūr-Untaš,"-3200.0,-540.0",
30888,"48.518429, 32.0067434, 48.524735, 32.0113845",coga-zanbil,2000,-3200,Čoġā Zanbīl,"-3200.0,2000.0",
30889,"48.518429, 32.0067434, 48.524735, 32.0113845",coga-zanbil-1,-650,-2000,Čoġa Zanbil,"-2000.0,-650.0",
30890,"48.518429, 32.0067434, 48.524735, 32.0113845",suga-zanbil,-540,-3200,Šuġā Zanbīl,"-3200.0,-540.0",
30924,"-9.0, 42.0, -8.0, 43.0",callaeci-bracari,640,-30,Callaeci Bracari,"-30.0,640.0",
30925,"-8.0, 43.0, -7.0, 44.0",callaeci-lucenses,640,-30,Callaeci Lucenses,"-30.0,640.0",
30926,"-9.0, 42.0, -8.0, 43.0",callaecia,640,-30,Callaecia,"-30.0,640.0",
30928,"-5.0, 43.0, -4.0, 44.0",cantabri,640,-330,Cantabri,"-330.0,640.0",
30938,"-9.0, 41.0, -8.0, 42.0",celadus,640,-30,Celadus,"-30.0,640.0",
30939,"-8.0, 43.0, -7.0, 44.0",cibarci,300,-330,Cibarci,"-330.0,300.0",
30940,"-9.0, 42.0, -8.0, 43.0",cileni,640,-330,Cileni,"-330.0,640.0",
30945,"-9.0, 42.0, -8.0, 43.0",coelerni,300,-330,Coelerni,"-330.0,300.0",
30946,"-9.0, 43.0, -8.0, 44.0",cohors-i-celtiberorum,640,-30,Cohors I Celtiberorum,"-30.0,640.0",
30948,"-8.0, 41.0, -7.0, 42.0",colarni,300,-330,Colarni,"-330.0,300.0",
30952,"-9.0, 40.0, -8.0, 41.0",conimbriga,640,-750,Conimbriga,"-750.0,640.0",
30953,"-9.0, 40.0, -8.0, 41.0",flavia-conimbriga,640,-750,Flavia Conimbriga,"-750.0,640.0",
30954,"-9.0, 42.0, -8.0, 43.0",copori,300,-330,Copori,"-330.0,300.0",
30959,"-5.0, 43.0, -4.0, 44.0",devales,640,-30,Devales,"-30.0,640.0",
30961,"-9.0, 41.0, -8.0, 42.0",dumium,640,300,Dumium,"300.0,640.0",
30962,"-9.0, 41.0, -8.0, 42.0",durius,640,-330,Durius,"-330.0,640.0",
30963,"-8.0, 43.0, -7.0, 44.0",egivarri-namarini,300,-330,Egivarri Namarini,"-330.0,300.0",
30966,"-7.0, 40.0, -6.0, 41.0",eletus,640,-30,Eletus,"-30.0,640.0",
30969,"-8.395968, 43.371485, -8.395968, 43.371485",flavium-brigantium,640,-330,Flavium Brigantium,"-330.0,640.0",
30970,"-8.395968, 43.371485, -8.395968, 43.371485",brigantium,640,-330,Brigantium,"-330.0,640.0",
30971,"-8.395968, 43.371485, -8.395968, 43.371485",portus-magnus,300,-30,Portus Magnus,"-30.0,300.0",
30974,"-8.0, 42.0, -7.0, 43.0",gigurri,300,-330,Gigurri,"-330.0,300.0",
30982,"-9.0, 42.0, -8.0, 43.0",grovii,300,-330,Grovii,"-330.0,300.0",
30983,"-9.0, 42.0, -8.0, 43.0",helleni,300,-330,Helleni,"-330.0,300.0",
30984,"-8.0, 40.0, -7.0, 41.0",Herminius-M,640,-550,Herminius M.,"-550.0,640.0",
30985,"-8.0, 43.0, -7.0, 44.0",iadovi,300,-330,Iadovi,"-330.0,300.0",
30986,"-8.0, 41.0, -7.0, 42.0",interamici,300,-330,Interamici,"-330.0,300.0",
30987,"-6.0, 42.0, -5.0, 43.0",interamnium,640,-30,Interamnium,"-30.0,640.0",
30988,"-7.0, 42.0, -6.0, 43.0",interamnium-flavium,640,-30,Interamnium Flavium,"-30.0,640.0",
30989,"-8.0, 40.0, -7.0, 41.0",interannienses,640,-30,Interannienses,"-30.0,640.0",
30992,"-7.0, 42.0, -6.0, 43.0",iuga-asturum,640,-30,Iuga Asturum,"-30.0,640.0",
30996,"-4.0, 42.0, -3.0, 43.0",koniskoi,300,-330,Koniskoi,"-330.0,300.0",
30998,"-9.0, 42.0, -8.0, 43.0",laeros,640,-30,Laeros,"-30.0,640.0",
31000,"-5.41393, 42.533591, -5.41393, 42.533591",lancia,640,-30,Lancia,"-30.0,640.0",
31001,"-5.41393, 42.533591, -5.41393, 42.533591",lance,300,-30,Lance,"-30.0,300.0",
31002,"-5.41393, 42.533591, -5.41393, 42.533591",lancienses,640,-30,Lancienses,"-30.0,640.0",
31003,"-7.0, 40.0, -6.0, 41.0",lancienses-oppidani,640,-30,Lancienses Oppidani,"-30.0,640.0",
31004,"-8.0, 40.0, -7.0, 41.0",lancienses-transcudani,640,-30,Lancienses Transcudani,"-30.0,640.0",
31008,"-8.0, 43.0, -7.0, 44.0",lapatia-korou-akron,300,-30,Lapatia Korou Akron,"-30.0,300.0",
31009,"-8.0, 43.0, -7.0, 44.0",Trileukon-Pr,300,-30,Trileukon Pr.,"-30.0,300.0",
31012,"-8.0, 42.0, -7.0, 43.0",lemavi,300,-330,Lemavi,"-330.0,300.0",
31013,"-9.0, 41.0, -8.0, 42.0",leuni,300,-330,Leuni,"-330.0,300.0",
31014,"-9.0, 43.0, -8.0, 44.0",libyca,640,-30,Libyca,"-30.0,640.0",
31016,"-9.0, 41.0, -8.0, 42.0",limia,300,-330,Limia,"-330.0,300.0",
31017,"-8.0, 42.0, -7.0, 43.0",limici,640,-30,Limici,"-30.0,640.0",
31019,"-8.0, 42.0, -7.0, 43.0",lougei,300,-330,Lougei,"-330.0,300.0",
31023,"-7.0, 42.0, -6.0, 43.0",luggoni,300,-330,Luggoni,"-330.0,300.0",
31024,"-6.0, 43.0, -5.0, 44.0",luggoni,300,-330,Luggoni,"-330.0,300.0",
31025,"-8.0, 40.0, -7.0, 41.0",lusitani,640,-330,Lusitani,"-330.0,640.0",
31036,"-6.0, 43.0, -5.0, 44.0",nailos,640,-30,Nailos,"-30.0,640.0",
31037,"-6.0, 43.0, -5.0, 44.0",melsos,300,-330,Melsos,"-330.0,300.0",
31038,"-5.0, 43.0, -4.0, 44.0",namnasa,640,-30,Namnasa,"-30.0,640.0",
31039,"-7.0, 43.0, -6.0, 44.0",navia,640,-30,Navia,"-30.0,640.0",
31041,"-9.0, 41.0, -8.0, 42.0",nebis,640,-30,Nebis,"-30.0,640.0",
31042,"-8.0, 43.0, -7.0, 44.0",nelo,640,-30,Nelo,"-30.0,640.0",
31043,"-8.0, 43.0, -7.0, 44.0",nabios,300,-30,Nabios,"-30.0,300.0",
